age,monthly_salary,profession,education_level,location,home_status,family_wealth,marital_status,marriage_type,government_job,dowry_amount_lakhs
35,81565,Government Officer,Bachelors,Tier-3,Own,Middle,Married,Arranged,1,11.0
37,69551,Software Engineer,PhD,Tier-2,Rented,Middle,Married,Arranged,0,4.0
22,70223,Private Job,Diploma,Tier-3,Rented,Lower,Married,Arranged,0,-1.5
35,80358,Business Owner,Bachelors,Tier-2,Rented,Lower,Divorced,Arranged,0,7.0
30,167497,Business Owner,Masters,Rural,Own,Middle,Divorced,Arranged,0,13.0
27,25734,Government Officer,Bachelors,Tier-1,Own,Upper-Middle,Single,Love,1,18.0
33,115230,Freelancer,Diploma,Tier-1,Own,Middle,Married,Love,0,2.5
35,61758,Private Job,Bachelors,Tier-2,Rented,Middle,Divorced,Arranged,0,5.0
29,199457,CA,Bachelors,Rural,Rented,Upper,Divorced,Love,0,9.5
40,163451,Government Officer,PhD,Tier-2,Own,Upper,Single,Arranged,1,28.0
40,65373,Private Job,Diploma,Tier-1,Own,Middle,Married,Love,0,1.0
39,185673,Business Owner,Bachelors,Tier-3,Rented,Middle,Single,Love,0,14.0
29,190505,Freelancer,Masters,Tier-1,Own,Upper,Divorced,Arranged,0,15.5
29,184948,Freelancer,Masters,Tier-3,Rented,Middle,Single,Arranged,0,15.0
37,127488,Doctor,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,7.5
31,153930,Doctor,Diploma,Tier-3,Own,Upper,Single,Arranged,0,18.0
28,167670,Software Engineer,Diploma,Tier-3,Rented,Upper-Middle,Married,Arranged,0,5.0
25,151403,Doctor,Masters,Rural,Own,Lower,Divorced,Love,0,12.0
38,21382,CA,Bachelors,Rural,Rented,Upper-Middle,Divorced,Love,0,1.0
32,134218,Software Engineer,Diploma,Tier-3,Rented,Upper-Middle,Divorced,Love,0,6.5
34,79623,CA,Bachelors,Rural,Rented,Upper,Divorced,Arranged,0,5.5
36,174279,Software Engineer,PhD,Tier-1,Rented,Upper,Single,Love,0,18.5
33,113308,Business Owner,Bachelors,Tier-3,Own,Lower,Single,Arranged,0,15.5
38,65584,Doctor,Bachelors,Rural,Own,Upper-Middle,Single,Arranged,0,13.5
36,63584,Government Officer,Masters,Rural,Rented,Upper,Divorced,Love,1,10.0
22,55829,Private Job,Masters,Tier-3,Own,Lower,Single,Arranged,0,12.5
31,51612,Government Officer,Diploma,Tier-2,Own,Middle,Married,Arranged,1,9.5
39,141325,Business Owner,Diploma,Tier-2,Rented,Upper,Married,Love,0,2.0
36,79999,Business Owner,Masters,Tier-1,Rented,Middle,Divorced,Love,0,6.5
29,191012,Private Job,Bachelors,Tier-2,Rented,Middle,Divorced,Love,0,9.5
24,44445,Government Officer,Masters,Tier-2,Own,Lower,Married,Love,1,9.0
40,26580,CA,Bachelors,Rural,Own,Middle,Married,Love,0,-1.0
25,51170,Software Engineer,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,3.5
38,73748,Government Officer,Diploma,Tier-2,Rented,Upper,Single,Love,1,15.5
25,85659,Government Officer,Bachelors,Tier-3,Own,Middle,Divorced,Love,1,14.0
29,126533,Government Officer,Diploma,Tier-3,Own,Upper,Single,Love,1,20.0
39,145545,Government Officer,PhD,Tier-3,Rented,Upper,Single,Arranged,1,23.0
36,50324,Freelancer,Bachelors,Tier-2,Own,Upper,Divorced,Love,0,4.5
28,52648,Freelancer,Diploma,Tier-2,Own,Upper,Single,Arranged,0,10.5
40,54393,Doctor,Bachelors,Tier-2,Own,Middle,Married,Arranged,0,5.0
32,64801,Business Owner,Masters,Tier-1,Own,Lower,Married,Arranged,0,6.0
34,34616,Software Engineer,Bachelors,Tier-2,Rented,Upper-Middle,Single,Arranged,0,10.5
37,66101,CA,Bachelors,Tier-3,Own,Lower,Single,Love,0,12.0
36,150023,Doctor,PhD,Tier-3,Rented,Upper,Married,Love,0,6.0
26,140205,Doctor,Diploma,Tier-3,Own,Lower,Married,Arranged,0,7.5
40,22688,CA,Bachelors,Rural,Rented,Upper-Middle,Divorced,Arranged,0,3.0
33,88998,Software Engineer,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,0,8.0
31,119857,Software Engineer,PhD,Tier-1,Own,Upper,Divorced,Love,0,13.5
34,191829,Doctor,PhD,Rural,Own,Middle,Married,Love,0,10.0
32,125570,Government Officer,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,1,13.0
29,46098,Freelancer,Diploma,Tier-1,Rented,Upper-Middle,Single,Arranged,0,8.0
23,168021,CA,Diploma,Tier-1,Own,Upper,Married,Love,0,8.0
23,119040,Private Job,Diploma,Tier-1,Own,Upper,Single,Arranged,0,15.5
36,157189,Business Owner,Diploma,Tier-3,Rented,Upper,Single,Love,0,11.5
25,91629,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Married,Love,0,6.0
29,151617,CA,Bachelors,Tier-1,Own,Upper,Single,Love,0,18.5
35,33100,CA,Diploma,Tier-1,Rented,Lower,Married,Love,0,-1.5
39,195587,Freelancer,PhD,Tier-2,Own,Middle,Married,Love,0,8.5
33,187837,Freelancer,PhD,Tier-3,Rented,Middle,Married,Love,0,4.0
40,163282,Business Owner,PhD,Rural,Own,Upper-Middle,Single,Arranged,0,19.0
34,112961,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Single,Love,0,17.0
26,70940,CA,Bachelors,Tier-3,Rented,Upper-Middle,Married,Love,0,-0.5
38,179673,CA,Diploma,Tier-2,Own,Upper-Middle,Divorced,Love,0,12.5
33,41085,Doctor,PhD,Rural,Rented,Upper-Middle,Married,Arranged,0,1.5
33,176470,Doctor,Diploma,Rural,Rented,Upper,Single,Love,0,13.0
30,99797,Software Engineer,Bachelors,Tier-2,Rented,Middle,Married,Love,0,1.5
35,150081,Doctor,Bachelors,Tier-2,Own,Upper-Middle,Single,Arranged,0,20.0
25,170966,Doctor,PhD,Tier-2,Rented,Upper,Married,Love,0,8.0
26,72852,Doctor,PhD,Tier-2,Rented,Upper,Married,Arranged,0,5.0
34,27957,Doctor,Masters,Rural,Rented,Lower,Divorced,Arranged,0,4.5
38,85387,Software Engineer,Bachelors,Tier-2,Own,Upper-Middle,Married,Arranged,0,6.0
28,81619,Business Owner,Masters,Tier-2,Rented,Middle,Married,Love,0,1.0
38,128391,CA,Diploma,Tier-1,Rented,Middle,Married,Arranged,0,5.0
24,180155,Software Engineer,Bachelors,Tier-1,Own,Middle,Single,Love,0,20.0
33,106377,CA,Bachelors,Rural,Own,Upper,Married,Arranged,0,5.0
23,140976,Freelancer,Bachelors,Tier-1,Own,Lower,Single,Arranged,0,17.0
24,71969,Business Owner,Masters,Tier-3,Own,Upper-Middle,Married,Arranged,0,4.5
33,64266,Software Engineer,Masters,Tier-1,Rented,Middle,Married,Love,0,2.0
23,75422,Government Officer,Diploma,Rural,Rented,Upper,Single,Arranged,1,15.5
39,112361,Government Officer,PhD,Rural,Own,Upper,Divorced,Arranged,1,18.5
27,160344,Software Engineer,Bachelors,Tier-2,Rented,Middle,Single,Arranged,0,17.0
23,155844,Freelancer,PhD,Tier-1,Rented,Lower,Divorced,Love,0,9.5
34,123780,Private Job,PhD,Tier-2,Own,Upper,Divorced,Love,0,11.0
32,71435,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,1,13.5
33,125624,Freelancer,Diploma,Rural,Rented,Middle,Married,Arranged,0,-1.0
39,108044,Government Officer,Diploma,Rural,Rented,Middle,Married,Arranged,1,7.0
35,165790,Private Job,PhD,Tier-2,Own,Upper,Married,Arranged,0,10.0
23,128080,Private Job,PhD,Rural,Rented,Middle,Married,Love,0,1.0
40,75694,Private Job,Diploma,Tier-3,Rented,Upper-Middle,Married,Love,0,-3.5
33,90422,Doctor,Bachelors,Tier-1,Own,Middle,Single,Arranged,0,18.0
32,132283,Private Job,Diploma,Tier-2,Own,Upper-Middle,Single,Arranged,0,15.5
32,73261,Freelancer,Bachelors,Tier-2,Rented,Upper,Divorced,Arranged,0,4.5
36,87406,CA,Bachelors,Rural,Own,Middle,Divorced,Love,0,7.0
27,175250,Freelancer,Masters,Tier-3,Own,Upper-Middle,Married,Arranged,0,7.5
34,178001,Doctor,Diploma,Tier-3,Own,Middle,Divorced,Love,0,12.0
39,186376,Doctor,Masters,Tier-2,Rented,Upper-Middle,Divorced,Love,0,12.5
36,96242,Software Engineer,Bachelors,Rural,Own,Middle,Married,Arranged,0,4.5
29,171917,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Love,0,15.0
30,110004,Doctor,Bachelors,Rural,Rented,Middle,Single,Love,0,11.0
32,180060,Doctor,PhD,Rural,Own,Upper,Divorced,Arranged,0,16.5
40,193627,Doctor,Masters,Tier-3,Own,Middle,Single,Love,0,20.0
29,57839,Private Job,Diploma,Tier-1,Rented,Lower,Married,Arranged,0,-0.5
40,194556,CA,Bachelors,Rural,Rented,Lower,Divorced,Arranged,0,11.5
28,74739,CA,Diploma,Tier-2,Own,Lower,Married,Arranged,0,4.5
33,149683,Government Officer,Masters,Tier-1,Rented,Middle,Single,Love,1,22.0
23,42818,Business Owner,Masters,Tier-3,Rented,Lower,Single,Love,0,8.0
38,193007,Freelancer,PhD,Tier-3,Rented,Middle,Single,Arranged,0,16.5
26,22548,CA,Bachelors,Tier-1,Rented,Middle,Single,Arranged,0,11.0
29,94775,CA,Bachelors,Tier-3,Own,Middle,Married,Love,0,3.5
28,35102,CA,Diploma,Tier-1,Rented,Lower,Married,Arranged,0,0.5
23,77066,Business Owner,PhD,Tier-2,Rented,Upper,Married,Love,0,1.5
31,148050,CA,Masters,Tier-3,Own,Upper-Middle,Single,Arranged,0,19.0
36,45459,Government Officer,Bachelors,Rural,Rented,Middle,Single,Arranged,1,15.0
32,60736,Business Owner,Bachelors,Tier-1,Own,Middle,Divorced,Love,0,8.0
32,78098,Government Officer,PhD,Tier-2,Own,Middle,Married,Love,1,11.5
29,187453,Freelancer,PhD,Tier-2,Own,Upper-Middle,Divorced,Love,0,13.0
29,64296,Private Job,PhD,Rural,Own,Upper,Divorced,Arranged,0,8.0
24,187720,Government Officer,Masters,Tier-2,Rented,Middle,Divorced,Love,1,18.0
29,171246,Business Owner,PhD,Rural,Rented,Upper,Single,Love,0,14.5
31,21502,CA,Bachelors,Rural,Rented,Lower,Married,Arranged,0,-2.0
24,148918,Doctor,Masters,Tier-3,Own,Middle,Married,Arranged,0,9.5
33,143492,Software Engineer,Masters,Rural,Rented,Middle,Single,Arranged,0,15.0
24,198942,Business Owner,Diploma,Tier-2,Rented,Middle,Divorced,Arranged,0,11.5
40,39898,CA,Bachelors,Tier-2,Rented,Middle,Single,Arranged,0,10.5
27,83735,Government Officer,PhD,Tier-2,Rented,Lower,Married,Arranged,1,11.0
33,157468,Private Job,PhD,Rural,Rented,Upper-Middle,Divorced,Arranged,0,9.5
30,169260,CA,PhD,Rural,Own,Middle,Divorced,Love,0,13.0
34,163151,CA,PhD,Tier-1,Rented,Upper-Middle,Single,Arranged,0,20.0
40,102009,Business Owner,Bachelors,Tier-3,Own,Lower,Married,Love,0,3.0
33,83381,Freelancer,Diploma,Tier-2,Own,Lower,Married,Love,0,0.0
32,128859,Government Officer,Diploma,Tier-3,Rented,Upper,Single,Love,1,17.0
29,191082,Business Owner,Diploma,Tier-3,Own,Lower,Single,Love,0,16.5
24,40018,Freelancer,Diploma,Tier-1,Own,Middle,Married,Arranged,0,1.0
34,33390,Software Engineer,Masters,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,6.5
39,118257,Freelancer,Diploma,Tier-2,Rented,Upper,Single,Love,0,8.5
40,197527,Software Engineer,Bachelors,Rural,Rented,Middle,Married,Arranged,0,6.5
30,134998,Private Job,Masters,Tier-1,Rented,Upper,Divorced,Arranged,0,10.5
30,182843,Software Engineer,Bachelors,Rural,Own,Upper-Middle,Single,Arranged,0,19.0
30,80961,Freelancer,Bachelors,Tier-1,Own,Upper,Single,Love,0,12.0
28,71276,Business Owner,Bachelors,Tier-2,Own,Middle,Married,Arranged,0,4.5
25,149807,Software Engineer,Bachelors,Rural,Rented,Lower,Single,Love,0,12.0
36,139459,CA,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,14.5
39,136101,Software Engineer,Diploma,Rural,Own,Upper,Divorced,Arranged,0,10.5
31,55522,Doctor,Masters,Tier-2,Own,Upper,Single,Love,0,14.0
28,128265,CA,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Love,0,8.0
24,188609,Government Officer,Bachelors,Rural,Own,Lower,Divorced,Arranged,1,20.0
23,130063,Business Owner,Diploma,Rural,Own,Lower,Divorced,Arranged,0,9.5
22,90476,Freelancer,Bachelors,Tier-3,Own,Middle,Single,Arranged,0,12.5
32,103573,Software Engineer,Bachelors,Rural,Rented,Upper,Single,Arranged,0,12.0
31,79738,Doctor,Masters,Tier-2,Own,Lower,Single,Arranged,0,17.0
36,64515,Government Officer,Diploma,Rural,Rented,Upper,Single,Love,1,13.0
28,124694,Doctor,Bachelors,Tier-1,Rented,Lower,Married,Arranged,0,6.5
36,126326,CA,Diploma,Rural,Rented,Upper,Divorced,Love,0,5.0
38,162162,Software Engineer,PhD,Tier-2,Own,Lower,Single,Arranged,0,22.0
32,183344,Freelancer,Masters,Rural,Rented,Lower,Divorced,Love,0,7.0
29,169377,Software Engineer,Bachelors,Tier-2,Own,Upper-Middle,Single,Love,0,18.0
28,135282,CA,PhD,Tier-2,Own,Middle,Single,Arranged,0,20.5
23,185167,Private Job,PhD,Tier-3,Own,Upper,Single,Arranged,0,20.0
33,146878,Software Engineer,Bachelors,Rural,Rented,Upper,Single,Love,0,12.0
31,199459,Doctor,Bachelors,Tier-2,Own,Middle,Married,Love,0,10.0
38,69854,Freelancer,Bachelors,Tier-2,Rented,Upper,Single,Arranged,0,9.0
22,71982,Software Engineer,Bachelors,Tier-3,Rented,Lower,Single,Love,0,9.5
37,23481,Doctor,PhD,Rural,Own,Upper-Middle,Divorced,Arranged,0,8.5
26,159682,Government Officer,Diploma,Rural,Own,Middle,Single,Love,1,20.5
31,69581,CA,PhD,Rural,Rented,Upper-Middle,Single,Arranged,0,12.0
34,31886,Freelancer,Masters,Rural,Rented,Upper,Divorced,Love,0,-0.5
40,151212,Freelancer,PhD,Tier-2,Own,Upper-Middle,Married,Love,0,6.5
23,178920,Software Engineer,Diploma,Tier-1,Own,Upper-Middle,Single,Arranged,0,20.5
27,157519,Doctor,PhD,Tier-2,Rented,Upper,Married,Love,0,7.0
35,161565,CA,PhD,Tier-1,Rented,Middle,Single,Arranged,0,20.0
25,76636,CA,Bachelors,Tier-1,Own,Lower,Married,Love,0,4.5
32,141728,Software Engineer,Bachelors,Rural,Own,Lower,Single,Love,0,15.0
29,138442,Doctor,Diploma,Tier-1,Own,Middle,Married,Arranged,0,9.0
32,167494,Doctor,Diploma,Rural,Own,Upper-Middle,Married,Arranged,0,7.5
37,112865,Software Engineer,PhD,Tier-3,Rented,Upper,Married,Arranged,0,5.5
25,80001,Business Owner,Bachelors,Tier-1,Own,Lower,Divorced,Love,0,9.0
24,141038,Government Officer,Bachelors,Rural,Own,Middle,Married,Love,1,11.0
22,144228,Doctor,Bachelors,Rural,Own,Middle,Divorced,Arranged,0,12.5
35,40879,Freelancer,PhD,Tier-3,Rented,Upper,Divorced,Love,0,2.0
27,65520,Business Owner,Bachelors,Tier-1,Own,Upper,Single,Arranged,0,15.0
36,136503,Business Owner,Masters,Tier-1,Rented,Upper,Divorced,Arranged,0,11.5
35,155830,CA,Diploma,Rural,Rented,Upper-Middle,Divorced,Arranged,0,8.5
32,118384,Software Engineer,Bachelors,Rural,Rented,Lower,Single,Love,0,10.5
39,176285,Freelancer,Diploma,Tier-2,Own,Lower,Married,Love,0,4.5
25,190325,Business Owner,Bachelors,Tier-1,Own,Lower,Divorced,Arranged,0,16.5
26,118788,Software Engineer,Bachelors,Tier-3,Own,Upper-Middle,Single,Love,0,14.5
25,180457,Government Officer,Bachelors,Tier-3,Own,Middle,Single,Arranged,1,26.0
27,80171,Software Engineer,Bachelors,Tier-3,Own,Middle,Single,Love,0,13.0
38,42058,Business Owner,Bachelors,Tier-1,Own,Upper,Divorced,Arranged,0,9.0
38,113158,Government Officer,Bachelors,Rural,Own,Middle,Single,Love,1,19.5
34,134873,Private Job,PhD,Rural,Own,Upper,Single,Arranged,0,16.5
40,164346,Business Owner,Bachelors,Rural,Rented,Middle,Married,Arranged,0,4.0
27,47236,Freelancer,Diploma,Tier-2,Rented,Lower,Single,Love,0,5.0
31,60803,Freelancer,Bachelors,Tier-1,Own,Upper,Single,Arranged,0,13.0
39,38909,Private Job,Bachelors,Tier-1,Own,Lower,Single,Arranged,0,12.5
33,154008,CA,PhD,Tier-1,Own,Upper,Single,Love,0,20.5
33,29276,CA,Bachelors,Tier-3,Own,Lower,Married,Arranged,0,2.0
37,126039,Government Officer,Bachelors,Tier-3,Rented,Lower,Single,Love,1,18.0
28,154995,Freelancer,Diploma,Tier-3,Rented,Middle,Single,Love,0,9.5
31,62959,Software Engineer,Bachelors,Rural,Rented,Upper,Divorced,Arranged,0,5.0
39,128158,Business Owner,Bachelors,Tier-1,Rented,Lower,Divorced,Love,0,8.0
35,75059,CA,Diploma,Tier-2,Rented,Upper,Divorced,Arranged,0,6.5
22,149916,CA,PhD,Tier-2,Rented,Lower,Divorced,Love,0,11.0
27,172075,Freelancer,Diploma,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,8.5
33,57653,Freelancer,Diploma,Tier-1,Own,Lower,Married,Arranged,0,1.5
30,191893,Software Engineer,Bachelors,Tier-1,Rented,Lower,Divorced,Love,0,12.5
28,121015,Private Job,Bachelors,Tier-3,Own,Middle,Divorced,Arranged,0,10.0
32,108017,Doctor,Masters,Tier-1,Own,Middle,Divorced,Arranged,0,14.5
39,116372,Government Officer,Bachelors,Tier-2,Own,Upper,Divorced,Love,1,16.5
22,109688,Freelancer,PhD,Tier-2,Own,Upper-Middle,Single,Love,0,14.0
40,87526,Doctor,PhD,Tier-3,Own,Lower,Divorced,Arranged,0,12.5
35,27650,Software Engineer,PhD,Tier-3,Rented,Middle,Single,Arranged,0,11.0
38,179497,Software Engineer,Masters,Rural,Rented,Middle,Married,Love,0,4.5
38,131741,Software Engineer,PhD,Tier-2,Own,Upper,Married,Arranged,0,10.5
26,49551,Business Owner,Masters,Tier-3,Own,Upper-Middle,Single,Love,0,11.0
36,99120,CA,Bachelors,Rural,Rented,Lower,Single,Arranged,0,11.5
34,94476,Government Officer,Diploma,Tier-3,Own,Middle,Married,Arranged,1,10.5
33,98405,Private Job,Masters,Tier-1,Own,Middle,Divorced,Arranged,0,11.5
30,90135,Doctor,Diploma,Rural,Rented,Upper-Middle,Married,Arranged,0,1.0
30,123318,Government Officer,Masters,Tier-3,Rented,Upper-Middle,Single,Arranged,1,21.0
39,133880,Doctor,Masters,Rural,Own,Lower,Married,Love,0,6.0
39,169294,Government Officer,Bachelors,Tier-1,Own,Lower,Divorced,Arranged,1,22.0
29,58350,Freelancer,Bachelors,Tier-3,Rented,Upper-Middle,Married,Arranged,0,-2.5
33,183981,CA,Bachelors,Tier-3,Own,Middle,Married,Love,0,8.0
32,68009,Business Owner,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Love,0,3.0
28,102627,Freelancer,Masters,Tier-2,Own,Upper,Single,Love,0,13.0
32,63200,Software Engineer,PhD,Tier-2,Own,Upper-Middle,Divorced,Love,0,10.0
23,72582,Doctor,Bachelors,Tier-3,Own,Lower,Divorced,Arranged,0,10.0
35,28821,Freelancer,Masters,Tier-2,Rented,Middle,Single,Love,0,6.0
31,186255,Private Job,Bachelors,Rural,Rented,Lower,Single,Arranged,0,14.0
32,43623,Private Job,PhD,Tier-2,Rented,Middle,Married,Arranged,0,1.0
31,28963,Business Owner,Diploma,Rural,Rented,Lower,Divorced,Love,0,-1.0
36,192967,Software Engineer,Bachelors,Tier-2,Rented,Middle,Divorced,Arranged,0,13.5
40,197162,Private Job,Bachelors,Tier-1,Rented,Upper-Middle,Divorced,Love,0,10.5
38,150803,Software Engineer,Diploma,Tier-1,Own,Lower,Married,Arranged,0,9.5
39,35199,Freelancer,Bachelors,Rural,Rented,Middle,Single,Arranged,0,5.5
40,190618,Freelancer,Diploma,Rural,Rented,Upper-Middle,Married,Arranged,0,2.5
34,37660,Doctor,PhD,Rural,Rented,Upper,Divorced,Love,0,4.0
38,162793,Private Job,PhD,Rural,Own,Middle,Married,Love,0,6.0
33,112473,Freelancer,Bachelors,Tier-1,Own,Upper-Middle,Single,Arranged,0,15.5
35,128677,Private Job,Masters,Tier-3,Own,Middle,Single,Love,0,14.0
30,116657,Government Officer,Diploma,Tier-3,Own,Upper-Middle,Single,Love,1,19.5
30,92114,CA,Bachelors,Rural,Rented,Upper-Middle,Married,Love,0,-0.5
33,77921,Government Officer,Diploma,Tier-2,Rented,Upper,Single,Arranged,1,17.5
30,197352,Software Engineer,Diploma,Tier-2,Rented,Upper-Middle,Single,Love,0,15.5
35,37825,Private Job,Diploma,Tier-1,Rented,Upper,Single,Love,0,6.5
33,56635,Government Officer,Diploma,Tier-1,Rented,Lower,Married,Love,1,5.5
26,70217,Software Engineer,Diploma,Rural,Rented,Middle,Married,Arranged,0,-0.5
39,131814,Government Officer,Diploma,Tier-2,Own,Upper,Divorced,Arranged,1,18.5
26,96852,Freelancer,PhD,Tier-3,Rented,Middle,Divorced,Arranged,0,6.5
31,50438,Software Engineer,Masters,Tier-2,Own,Lower,Single,Love,0,13.5
35,170404,Software Engineer,Bachelors,Tier-3,Own,Lower,Married,Love,0,7.5
30,153360,Software Engineer,Masters,Tier-3,Rented,Upper,Divorced,Arranged,0,11.5
30,77375,Doctor,PhD,Tier-1,Rented,Upper-Middle,Divorced,Love,0,9.0
32,175324,Freelancer,PhD,Rural,Rented,Middle,Married,Arranged,0,4.5
29,44668,Business Owner,Bachelors,Tier-3,Own,Upper-Middle,Divorced,Love,0,5.0
36,89082,Doctor,Bachelors,Tier-3,Rented,Upper-Middle,Married,Love,0,0.5
24,56688,CA,Masters,Tier-1,Rented,Lower,Married,Love,0,1.5
25,152247,Private Job,Masters,Tier-1,Rented,Upper-Middle,Single,Arranged,0,16.5
34,66389,Software Engineer,PhD,Tier-3,Own,Upper-Middle,Divorced,Love,0,9.0
32,56965,Software Engineer,PhD,Tier-2,Own,Upper,Married,Love,0,4.5
32,194307,Freelancer,Diploma,Tier-1,Own,Upper,Married,Arranged,0,8.5
27,175724,Freelancer,Masters,Tier-2,Own,Middle,Married,Arranged,0,8.5
22,49650,Private Job,Diploma,Tier-2,Own,Upper,Married,Arranged,0,1.0
22,190720,Doctor,Bachelors,Tier-1,Rented,Upper,Married,Love,0,8.0
34,74061,Freelancer,Diploma,Tier-2,Own,Lower,Single,Love,0,9.5
31,153126,Business Owner,PhD,Rural,Rented,Middle,Divorced,Arranged,0,10.5
24,105145,Business Owner,Bachelors,Tier-2,Own,Upper,Single,Arranged,0,16.0
38,106477,Freelancer,Bachelors,Rural,Own,Upper-Middle,Single,Arranged,0,12.0
40,149301,Government Officer,PhD,Tier-1,Own,Upper,Single,Arranged,1,28.0
37,26117,Private Job,Bachelors,Tier-1,Own,Upper-Middle,Married,Arranged,0,2.0
32,105677,Doctor,Diploma,Tier-3,Rented,Middle,Divorced,Arranged,0,7.5
36,185721,Freelancer,Diploma,Tier-3,Own,Lower,Divorced,Love,0,9.0
32,91061,Doctor,PhD,Tier-2,Own,Lower,Divorced,Arranged,0,14.0
37,34367,CA,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,0,0.5
29,153086,CA,Diploma,Tier-1,Rented,Middle,Married,Arranged,0,6.5
23,34754,Freelancer,Bachelors,Tier-2,Rented,Lower,Married,Love,0,-4.5
38,33428,Business Owner,Masters,Rural,Own,Middle,Married,Arranged,0,1.5
29,31601,Software Engineer,PhD,Rural,Rented,Upper-Middle,Married,Arranged,0,0.5
40,191253,Government Officer,Bachelors,Tier-1,Rented,Middle,Married,Love,1,13.5
40,76587,Freelancer,Bachelors,Tier-1,Rented,Lower,Married,Arranged,0,0.5
26,76758,Business Owner,Masters,Rural,Rented,Lower,Divorced,Love,0,3.5
33,48579,Business Owner,PhD,Rural,Rented,Middle,Married,Arranged,0,0.0
23,73667,Software Engineer,PhD,Tier-1,Rented,Lower,Single,Arranged,0,15.5
35,181006,Private Job,Masters,Rural,Rented,Upper,Single,Arranged,0,15.0
30,30948,Software Engineer,PhD,Tier-3,Own,Lower,Married,Arranged,0,4.5
27,190803,Software Engineer,Diploma,Rural,Rented,Upper,Divorced,Arranged,0,10.5
25,86536,Government Officer,Bachelors,Tier-3,Rented,Lower,Married,Love,1,6.0
26,39258,Software Engineer,Bachelors,Rural,Own,Middle,Single,Arranged,0,11.5
30,34490,Freelancer,PhD,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,7.5
37,168451,Doctor,Diploma,Tier-2,Own,Upper,Single,Love,0,17.5
37,68250,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Love,1,11.0
30,163000,Private Job,PhD,Tier-1,Own,Lower,Divorced,Arranged,0,16.0
27,163957,Doctor,Diploma,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,15.5
31,103265,Business Owner,Diploma,Tier-3,Own,Middle,Married,Arranged,0,4.0
29,188852,Software Engineer,Diploma,Rural,Rented,Middle,Married,Love,0,3.0
24,42343,Private Job,Masters,Tier-1,Rented,Middle,Married,Love,0,-1.0
36,127277,Government Officer,Masters,Tier-1,Rented,Upper-Middle,Married,Arranged,1,13.0
27,100603,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Single,Arranged,1,20.0
22,113850,Business Owner,Bachelors,Tier-3,Rented,Upper-Middle,Single,Arranged,0,12.5
35,122981,Private Job,PhD,Rural,Own,Upper,Married,Love,0,4.0
23,99830,CA,Masters,Tier-3,Own,Upper-Middle,Married,Arranged,0,6.5
24,78497,Government Officer,Diploma,Tier-3,Own,Lower,Divorced,Love,1,12.5
33,189984,Government Officer,Bachelors,Rural,Own,Upper-Middle,Married,Love,1,13.0
40,168747,Government Officer,Diploma,Rural,Rented,Middle,Divorced,Love,1,13.0
23,184532,CA,PhD,Tier-3,Rented,Middle,Married,Arranged,0,9.0
39,110925,Doctor,Diploma,Rural,Rented,Upper-Middle,Married,Love,0,0.0
25,59415,CA,PhD,Tier-1,Rented,Upper-Middle,Married,Love,0,2.5
37,115389,Doctor,Bachelors,Tier-3,Rented,Upper,Married,Arranged,0,4.0
38,137425,CA,Masters,Tier-2,Rented,Lower,Married,Arranged,0,6.5
34,59619,Business Owner,PhD,Tier-1,Rented,Upper-Middle,Divorced,Love,0,6.5
25,40193,Doctor,Bachelors,Rural,Rented,Lower,Single,Love,0,7.5
27,162507,Government Officer,Diploma,Tier-2,Own,Middle,Single,Arranged,1,25.0
40,83191,Private Job,PhD,Tier-2,Rented,Lower,Divorced,Love,0,6.0
35,160712,Doctor,Diploma,Rural,Rented,Upper,Divorced,Arranged,0,9.5
37,138447,Software Engineer,Masters,Rural,Own,Upper-Middle,Married,Arranged,0,7.5
24,131856,Freelancer,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Love,0,9.5
32,67692,Business Owner,Diploma,Tier-1,Rented,Lower,Married,Arranged,0,1.0
25,143750,Doctor,Bachelors,Rural,Own,Upper-Middle,Single,Arranged,0,17.5
38,20423,Doctor,Masters,Tier-1,Rented,Lower,Single,Arranged,0,12.5
39,166561,Software Engineer,Masters,Tier-3,Own,Middle,Married,Arranged,0,10.0
40,198209,Private Job,PhD,Tier-3,Own,Lower,Divorced,Love,0,13.5
37,153336,Business Owner,Bachelors,Rural,Own,Upper-Middle,Married,Love,0,4.5
